,id,carat,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
19,19,-0.8237732105009897,-0.7398768085128178,-0.7287694034803792,-0.9080928839514097,7.072,3,3,6
20,20,0.7963284953777654,0.7250188404922383,0.6921842252363093,0.7005605280108652,8.445,3,1,3
21,21,-0.41874778403130103,-0.31112686246255783,-0.29708728842720766,-0.25593609531805506,7.365,2,5,6
22,22,1.9101484181694093,1.6003833136781862,1.6544756067090038,1.077362228110138,8.976,0,5,2
23,23,-1.1275422803532562,-1.2490173694475024,-1.2413919151060204,-1.2269250917277168,6.76,2,3,1
24,24,0.644443960451632,0.4927792863816808,0.4673497903127827,0.8020071395760542,8.671,0,2,4
25,25,-0.5959464081117898,-0.5165695449449739,-0.5039349685568526,-0.5312911838521382,7.911,2,2,6
26,26,1.1507257435387428,1.1716333676279262,1.0968862080986574,0.7730223934145724,8.961,3,3,5
27,27,-0.8490872996553454,-0.847064295025383,-0.8816568192283774,-0.8211386454669622,7.266,2,3,1
28,28,-0.8237732105009897,-0.7934705517691009,-0.8366899322436722,-0.8211386454669622,7.074,2,1,4
29,29,0.9482130303038988,0.9036646513465136,0.8360782635873666,0.8889613780605022,8.456,3,4,3
30,30,1.201353921847454,1.010852137859079,0.9619855471445412,1.019392735787173,8.606,3,5,2
31,31,-0.6212604972661453,-0.5969601598293983,-0.5219217233507344,-0.6182454223365856,7.033,4,4,2
32,32,-1.1022281911989007,-1.2400850789047888,-1.2773654246937847,-1.2124327186469754,6.385,3,3,2
33,33,-0.4693759623400119,-0.35578831517612647,-0.40500781719050055,-0.40085982612546744,7.633,2,0,5
34,34,-1.0769141020445452,-1.1686267545630786,-1.1424647637396683,-1.1399708532432695,6.04,2,4,3
35,35,-0.06435053587032336,0.037232468703278475,0.07164118484737539,0.04840373937751055,7.525,2,6,2
36,36,0.8469566736864765,0.7250188404922383,0.7011776026332502,0.87446900497976,8.573,4,4,2
37,37,-1.1022281911989007,-1.275814241075644,-1.268372047296843,-1.183447972485493,6.347,1,0,2
38,38,-1.0516000128901897,-1.1507621734776508,-1.1514581411366092,-1.1399708532432695,6.852,2,3,1
39,39,-0.11497871417903449,-0.016361274553003728,0.008687543068788462,0.019418993216028083,7.631,2,1,3
40,40,-0.11497871417903449,2.7615810842309756,2.7246875169449902,2.657030893910931,9.626,3,4,3
41,41,0.644443960451632,0.4570501242108257,0.5213100546944287,0.7730223934145724,8.361,1,4,2
42,42,-0.9503436562727674,-0.9721163626233762,-1.0165574801824937,-1.0240318685973395,7.025,2,0,5
43,43,-1.1275422803532562,-1.2490173694475024,-1.2234051603121379,-1.2559098378891993,6.797,2,1,6
44,44,2.4164302012565204,1.6629093474771828,1.7174292484875906,1.7005342705820101,9.09,4,6,2
45,45,-1.0769141020445452,-1.1954236261912201,-1.2503852925029613,-1.1399708532432695,6.356,2,5,5
46,46,-0.520004140648723,-0.5255018354876883,-0.5668886103354404,-0.4733216915291733,7.866,3,1,4
47,47,-1.026285923735834,-1.0793038491359412,-1.0435376123733162,-1.1399708532432695,6.579,2,3,4
48,48,1.201353921847454,0.9751229756882237,1.024939188923129,1.019392735787173,8.971,2,4,2
49,49,-0.11497871417903449,-0.043158146181145225,0.017680920465729336,-0.053042872187677774,8.179,4,0,4
50,50,1.201353921847454,1.010852137859079,0.9889656793353646,1.0049003627064321,8.837,3,2,2
51,51,2.1886033988673206,1.7432999623616066,1.6814557388998264,1.4106868089671853,9.412,3,0,2
52,52,-0.08966462502467892,-0.03422585563843086,-0.00030583432815241415,0.04840373937751055,8.115,4,1,5
53,53,-1.0769141020445452,-1.1686267545630786,-1.1424647637396683,-1.110986107081787,5.961,4,5,2
54,54,-0.520004140648723,-0.43617893006055014,-0.4229945719843831,-0.4443369453676908,7.483,2,1,2
55,55,0.644443960451632,0.5821021918088181,0.5572835642821931,0.6425910356879009,8.094,2,5,3
56,56,-1.1275422803532562,-1.2579496599902158,-1.2953521794876663,-1.2704022109699402,6.654,3,3,4
57,57,0.644443960451632,0.5106438674671079,0.5842636964730165,0.7005605280108652,8.302,4,2,3
58,58,-0.9250295671184119,-0.9989132342515169,-0.953603838403906,-0.9080928839514097,7.268,2,1,1
59,59,-0.8237732105009897,-0.8291997139399558,-0.8636700644344956,-0.8211386454669622,6.931,2,1,5
60,60,-0.01372235756161222,0.09975850250227504,0.06264780745043451,0.07738848553899302,7.93,2,1,2
61,61,-0.11497871417903449,-0.06102272726657236,0.017680920465729336,-0.009565752945454387,7.71,2,2,2
62,62,-0.3428055165682343,-0.22180395703541977,-0.1801733822669739,-0.3573827068832434,7.261,1,0,3
63,63,1.1760398326930983,0.9929875567736509,0.9619855471445412,1.0049003627064321,8.384,2,2,0
64,64,1.3532384567735873,1.100175043286216,1.0519193211139524,1.1208393473523608,8.936,2,3,2
65,65,1.3026102784648763,1.028716718944506,0.9979590567323054,1.1643164665945847,8.976,4,3,2
66,66,-0.8744013888097008,-0.900658038281666,-0.9625972158008468,-0.8791081377899272,7.09,3,0,4
67,67,-1.1275422803532562,-1.2847465316183573,-1.268372047296843,-1.2124327186469754,6.528,3,4,6
68,68,-1.1275422803532562,-1.2400850789047888,-1.2773654246937847,-1.2848945840506818,6.564,2,5,6
69,69,0.16347626651887676,0.1890814079294131,0.22452860059537424,0.23680458942714694,8.039,2,1,3
70,70,-1.0769141020445452,-1.2222204978193607,-1.2144117829151968,-1.1544632263240104,6.554,2,1,5
71,71,-0.5959464081117898,-0.5612309976585433,-0.539908478144617,-0.5023064376906557,7.432,2,3,4
72,72,0.03690582074709892,0.09975850250227504,0.12560144922902222,0.1063732317004755,8.384,2,0,4
73,73,-0.7731450321922786,-0.7130799368846771,-0.7647429130681436,-0.7921538993054799,6.898,3,3,2
74,74,-0.06435053587032336,0.06402934033141996,0.08063456224431706,0.04840373937751055,8.195,2,0,4
75,75,0.7203862279146988,0.6535605161505281,0.6292305834577216,0.7440376472530892,8.469,2,0,3
76,76,-0.3681196057225899,-0.31112686246255783,-0.3240674206180311,-0.31390558764102,7.406,3,3,2
77,77,-0.11497871417903449,-0.0788873083520003,-0.05426609870979926,0.03391136629676964,7.73,4,3,2
78,78,0.8975848519951877,0.7696802932058069,0.8450716409843074,0.7730223934145724,9.133,4,3,6
79,79,-1.1275422803532562,-1.2222204978193607,-1.268372047296843,-1.2704022109699402,6.594,2,2,4
80,80,0.08753399905581005,0.0818939214168479,-0.02728596651897584,0.20781984326566447,7.777,1,3,2
81,81,0.9735271194582539,1.0197844284017923,0.9529921697476003,0.7440376472530892,9.09,3,3,6
82,82,-0.4693759623400119,-0.43617893006055014,-0.4229945719843831,-0.38636745304472586,7.364,2,0,2
83,83,0.06221990990145449,0.15335224575855802,0.10761469443513969,0.20781984326566447,7.834,3,5,4
84,84,-0.5959464081117898,-0.5433664165731154,-0.584875365129322,-0.4733216915291733,7.072,3,5,5
85,85,-0.11497871417903449,2.4846800774068485,2.4548861950367593,1.9034274937123867,9.357,1,6,5
86,86,-0.975657745427123,-1.0525069775077998,-1.0885044993580222,-0.9950471224358571,6.959,2,3,6
87,87,1.3026102784648763,1.1359042054570712,1.1238663402894808,1.0628698550293958,9.568,2,1,7
88,88,-1.0516000128901897,-1.1418298829349371,-1.1694448959304917,-1.1544632263240104,6.918,3,4,1
89,89,-0.5959464081117898,-0.5880278692866839,-0.5578952329384986,-0.4443369453676908,6.974,4,5,2
90,90,-1.1022281911989007,-1.2579496599902158,-1.313338934281549,-1.2124327186469754,6.687,3,2,5
91,91,-0.08966462502467892,0.0015033065324242011,0.026674297862670213,-0.06753524526841868,7.726,4,4,2
92,92,-1.0009718345814786,-1.0435746869650864,-1.106491254151904,-1.110986107081787,6.669,3,1,2
93,93,-1.1022281911989007,-1.2132882072766473,-1.205418405518256,-1.2414174648084577,6.649,2,3,6
94,94,-1.1275422803532562,-1.275814241075644,-1.313338934281549,-1.2993869571314227,6.41,3,5,4
95,95,-0.520004140648723,-0.4272466395178366,-0.44997470417520574,-0.4298445722869493,7.621,2,0,5
96,96,-0.9250295671184119,-0.9542517815379482,-0.9356170836100234,-0.9660623762743746,6.515,2,5,5
97,97,0.8469566736864765,0.8143417459193756,0.7911113766026614,0.7295452741723483,9.231,4,2,6
98,98,1.3532384567735873,1.1091073338289297,1.1508464724803036,1.1208393473523608,9.078,2,4,6
99,99,0.8469566736864765,0.7607480026630934,0.7371511122210145,0.7585300203338301,8.585,2,3,2
100,100,1.9101484181694093,1.3949406311957702,1.3127272656252433,1.4686563012901503,9.131,3,6,4
101,101,-0.8997154779640563,-0.9274549099098067,-0.8996435740222591,-0.9370776301128921,6.962,4,0,7
102,102,0.6697580496059876,0.546373029637963,0.6382239608546633,0.6715757818493834,8.382,4,4,2
103,103,0.3913030689080766,0.4034563809545427,0.34144250675560806,0.4107130663960411,8.436,3,0,2
104,104,2.7708274494174985,2.0380655502711607,2.0232040799835875,1.787488509066457,9.54,3,4,2
105,105,0.11284808821016563,0.31413347552740545,0.29647561977090203,0.07738848553899302,7.696,3,6,2
106,106,2.1886033988673206,1.5467895704219041,1.6544756067090038,1.5121334205323744,9.287,1,1,3
107,107,0.9482130303038988,0.9483261040600822,0.8540650183812483,0.8164995126567951,9.119,3,3,1
108,108,-1.1022281911989007,-1.1864913356485058,-1.1694448959304917,-1.2124327186469754,6.574,2,2,7
109,109,-1.1022281911989007,-1.2311527883620752,-1.1964250281213145,-1.2559098378891993,6.465,2,3,4
110,110,1.201353921847454,0.9572583946027958,0.917018660159836,1.0483774819486549,8.639,3,5,5
111,111,-0.11497871417903449,-0.11461647052285535,-0.09023960829756356,-0.009565752945454387,7.86,1,2,5
112,112,0.821642584532121,0.7518157121203798,0.7191643574271328,0.7440376472530892,8.443,3,2,3
113,113,-1.0516000128901897,-1.1418298829349371,-1.1244780089457858,-1.1544632263240104,6.55,2,3,4
114,114,-0.8744013888097008,-0.847064295025383,-0.8906501966253182,-0.9370776301128921,7.188,3,0,7
115,115,-0.6212604972661453,-0.641621612542967,-0.593868742526263,-0.5023064376906557,7.27,1,2,5
116,116,-0.6212604972661453,-0.47190809223140523,-0.5489018555415578,-0.7486767800632564,6.865,1,0,3
117,117,-0.4693759623400119,-0.38258518680426795,-0.3600409302057954,-0.40085982612546744,7.154,2,2,3
118,118,-0.8490872996553454,-0.7666736801409593,-0.8007164226559079,-0.9225852570321512,7.071,2,0,5
119,119,0.7203862279146988,0.7786125837485205,0.764131244411838,0.45419018563826513,8.098,3,5,2
120,120,-0.520004140648723,-0.4540435111459781,-0.4769548363660292,-0.40085982612546744,7.508,2,1,4
121,121,-1.1275422803532562,-1.2490173694475024,-1.2773654246937847,-1.2993869571314227,6.654,2,2,5
122,122,0.3913030689080766,0.34093034715554693,0.26050211018313774,0.4107130663960411,8.236,3,3,2
123,123,-0.3428055165682343,-0.23966853812084768,-0.2161468918547382,-0.28492084147953756,7.245,2,5,3
124,124,1.3026102784648763,1.010852137859079,1.0519193211139524,1.077362228110138,8.655,4,4,3
125,125,1.201353921847454,1.1537687865424984,1.1058795854955983,0.8454842588182782,8.893,3,4,4
126,126,-0.8744013888097008,-0.8559965855680974,-0.8276965548467313,-1.0095394955165986,6.816,3,1,5
127,127,-1.026285923735834,-1.106100720764082,-1.0885044993580222,-1.1254784801625286,6.118,2,1,3
128,128,0.644443960451632,0.6982219688640968,0.656210715648545,0.5556367972034535,8.514,3,4,5
129,129,2.112661131404254,1.6271801853063277,1.591521964930416,1.5266257936131153,9.515,2,1,2
130,130,-0.11497871417903449,2.270305104381718,2.22105838271629,2.0193664783583167,9.748,2,5,2
131,131,-1.0769141020445452,-1.1686267545630786,-1.1424647637396683,-1.1979403455662345,6.631,2,0,5
132,132,3.1758528758871862,2.109523874612871,2.1491113635407615,2.0193664783583167,9.476,4,6,5
133,133,1.3279243676192318,1.0823104622007889,1.1238663402894808,1.1063469742716199,9.379,2,1,4
134,134,1.9101484181694093,1.3145500163113464,1.28574713343442,1.4686563012901503,9.302,4,2,2
135,135,-0.6212604972661453,-0.5076372544022603,-0.539908478144617,-0.5892606761751031,7.093,2,2,3
136,136,1.935462507323765,1.4931958271656218,1.4746080587701822,1.4106868089671853,9.029,2,5,2
137,137,-0.31749142741387876,-0.19500708540727907,-0.24312702404556163,-0.18347422991434856,7.508,3,3,5
138,138,2.365802022947809,1.877284320502313,1.7893762676631193,1.5411181666938563,8.943,3,6,3
139,139,-0.5706323189574342,-0.4629758016886917,-0.4409813267782649,-0.4588293184484317,7.451,2,3,4
140,140,0.6697580496059876,0.5821021918088181,0.5482901868852521,0.7150529010916074,8.518,4,1,2
141,141,1.3532384567735873,1.100175043286216,1.132859717686422,1.077362228110138,8.681,2,3,3
142,142,-0.6212604972661453,-0.552298707115829,-0.530915100747676,-0.5457835569328792,7.394,2,4,5
143,143,-0.21623507079645649,-0.052090436723858796,-0.009299211725094089,-0.1399971106721252,7.701,4,3,7
144,144,0.6697580496059876,0.5731699012661045,0.6292305834577216,0.6860681549301243,8.726,4,2,5
145,145,-1.1022281911989007,-1.2400850789047888,-1.2234051603121379,-1.2124327186469754,6.299,2,3,5
146,146,-1.1022281911989007,-1.2043559167339337,-1.16045151853355,-1.2848945840506818,7.052,2,2,1
147,147,-0.41874778403130103,-0.35578831517612647,-0.3150740432210902,-0.3428903338025025,7.911,2,2,6
148,148,-0.8744013888097008,-0.9274549099098067,-0.9625972158008468,-0.8501233916284447,6.782,4,2,2
149,149,0.3913030689080766,0.376659509326402,0.41338952593113665,0.4252054394767827,8.62,2,3,4
150,150,1.9101484181694093,1.4217375028239116,1.3846742848007711,1.4396715551286685,9.079,3,2,2
151,151,1.074783476075676,0.8858000702610856,0.9350054149537178,0.9034537511412432,9.204,3,0,4
152,152,1.9101484181694093,1.3860083406530566,1.4296411717854771,1.3527173166442206,9.705,4,0,4
153,153,0.3913030689080766,0.36772721878368764,0.4223829033280775,0.3962206933153002,8.307,4,1,2
154,154,-0.06435053587032336,0.028300178160564904,-0.009299211725094089,-0.024058126026195302,8.054,1,2,7
155,155,-0.08966462502467892,0.037232468703278475,0.08063456224431706,-0.053042872187677774,8.05,2,0,5
156,156,2.062032953095543,1.4842635366229076,1.5555484553426517,1.5845952859360803,8.963,2,6,5
157,157,-0.08966462502467892,-0.0788873083520003,-0.02728596651897584,0.06289611245825211,7.853,4,3,5
158,158,-0.5706323189574342,-0.4808403827741188,-0.4589680815721474,-0.5167988107713967,7.656,4,3,6
159,159,-0.08966462502467892,-0.105684179980141,-0.072252853503681,0.1063732317004755,7.597,4,6,4
160,160,0.9228989411495433,0.7964771648339485,0.8450716409843074,0.8309918857375372,8.457,2,5,2
161,161,1.3279243676192318,1.0733781716580746,1.0069524341292464,1.091854601190879,8.646,3,5,2
162,162,-1.2794268152793895,-1.588444410070625,-1.5471667466020165,-1.487787807181059,6.163,4,0,2
163,163,0.7710144062234099,0.635695935065101,0.6741974704424276,0.7730223934145724,8.333,4,4,3
164,164,0.6697580496059876,0.546373029637963,0.5932570738699573,0.6425910356879009,8.354,3,3,3
165,165,-0.11497871417903449,-0.016361274553003728,-0.04527272131285839,-0.024058126026195302,7.706,3,0,3
166,166,-0.8237732105009897,-0.8202674233972423,-0.791723045258967,-0.8646157647091863,6.865,3,1,5
167,167,-1.026285923735834,-1.0882361396786548,-1.052530989770258,-1.110986107081787,6.621,2,4,6
168,168,0.9228989411495433,0.8858000702610856,0.8540650183812483,0.8164995126567951,8.586,2,1,3
169,169,2.289859755484742,1.5735864420500456,1.699442493693709,1.6135800320975633,8.98,4,6,2
170,170,0.16347626651887676,0.12655537413041654,0.15258158141984565,0.2947740817501119,8.04,4,4,4
171,171,0.16347626651887676,0.21587827955755381,0.2784888649770203,0.25129696250788786,8.325,2,3,7
172,172,1.8342061507063427,1.118039624371644,1.0878928307017166,1.5990876590168213,8.497,0,4,0
173,173,-0.11497871417903449,2.2435082327535776,2.1850848731285266,2.1497978360849874,9.637,3,5,3
174,174,2.036718863941187,1.5021281177083354,1.4566213039762996,1.5701029128553394,9.131,2,5,5
175,175,-1.0769141020445452,-1.1686267545630786,-1.1514581411366092,-1.183447972485493,6.658,2,1,7
176,176,-0.49469005149436746,-0.4004497678896951,-0.4409813267782649,-0.40085982612546744,7.447,2,1,5
177,177,-1.1275422803532562,-1.275814241075644,-1.313338934281549,-1.2993869571314227,6.227,3,5,2
178,178,2.062032953095543,1.6271801853063277,1.6724623615028855,1.4106868089671853,8.912,4,6,2
179,179,-0.11497871417903449,-0.03422585563843086,-0.009299211725094089,-0.08202761834916024,7.99,1,1,4
180,180,-1.1275422803532562,-1.2936788221610709,-1.2773654246937847,-1.2993869571314227,6.461,4,1,5
181,181,-1.0516000128901897,-1.106100720764082,-1.1334713863427275,-1.2269250917277168,6.611,3,3,5
182,182,-0.06435053587032336,0.0550970497887064,0.008687543068788462,0.03391136629676964,7.662,3,1,3
183,183,-0.11497871417903449,0.06402934033141996,0.008687543068788462,-0.16898185683360767,7.822,3,3,4
184,184,0.7457003170690543,0.5910344823515316,0.6741974704424276,0.6860681549301243,9.011,4,0,4
185,185,-1.026285923735834,-1.1328975923922235,-1.106491254151904,-1.0240318685973395,6.286,1,4,5
186,186,0.6950721387603431,0.5731699012661045,0.602250451266899,0.6136062895264184,8.476,3,4,2
187,187,-1.1022281911989007,-1.2668819505329303,-1.259378669899902,-1.1544632263240104,6.299,1,1,2
188,188,0.9482130303038988,0.8590031986329449,0.8360782635873666,0.8309918857375372,8.773,2,1,2
189,189,0.644443960451632,0.5106438674671079,0.5752703190760756,0.5556367972034535,8.508,4,4,2
190,190,-1.0516000128901897,-1.1864913356485058,-1.1784382733274326,-1.1544632263240104,6.501,2,3,4
191,191,-0.49469005149436746,-0.4004497678896951,-0.4589680815721474,-0.40085982612546744,7.186,3,3,2
192,192,1.1507257435387428,1.0019198473163644,0.970978924541482,0.9469308703834671,8.799,3,4,4
193,193,1.935462507323765,1.4217375028239116,1.4116544169915946,1.3961944358864444,9.282,3,3,2
194,194,-0.520004140648723,-0.4629758016886917,-0.40500781719050055,-0.4733216915291733,7.442,4,1,5
195,195,-1.0769141020445452,-1.1954236261912201,-1.2413919151060204,-1.2414174648084577,6.474,3,5,4
196,196,-1.0516000128901897,-1.106100720764082,-1.1694448959304917,-1.1544632263240104,6.75,3,3,4
197,197,-0.520004140648723,-0.4808403827741188,-0.4589680815721474,-0.4443369453676908,7.593,2,3,7
198,198,-1.1275422803532562,-1.2668819505329303,-1.2503852925029613,-1.2559098378891993,6.849,2,1,1
199,199,-1.1022281911989007,-1.2043559167339337,-1.2323985377090787,-1.2704022109699402,6.142,3,6,2
200,200,-0.8490872996553454,-0.7756059706836729,-0.746756158274261,-1.0240318685973395,6.792,1,2,4
201,201,-0.06435053587032336,-0.007428984010290161,0.026674297862670213,0.04840373937751055,7.807,2,4,2
202,202,-0.7984591213466342,-0.7756059706836729,-0.7557495356712027,-0.7776615262247389,7.169,2,4,6
203,203,0.3913030689080766,0.44811783366811214,0.5123166772974879,0.4252054394767827,8.267,4,2,2
204,204,-1.1275422803532562,-1.418730889759064,-1.3942793308540185,-1.110986107081787,6.373,0,1,7
205,205,0.6697580496059876,0.6088990634369595,0.5842636964730165,0.6570834087686425,8.717,3,3,5
206,206,1.9101484181694093,1.4396020839093389,1.3936676621977129,1.4541639282094094,8.868,3,3,3
207,207,-0.4693759623400119,-0.31112686246255783,-0.3600409302057954,-0.38636745304472586,7.53,3,1,5
208,208,-1.0516000128901897,-1.1775590451057922,-1.16045151853355,-1.1254784801625286,6.41,2,0,2
209,209,-0.6212604972661453,-0.6148247409148255,-0.6568223843048506,-0.5312911838521382,7.447,4,0,4
210,210,1.1507257435387428,0.9125969418892272,0.86305839577819,1.0049003627064321,8.695,3,3,4
211,211,-0.11497871417903449,-0.09675188943742744,-0.05426609870979926,-0.03855049910693686,7.672,4,5,2
212,212,-0.9250295671184119,-0.9363872004525211,-0.9805839705947293,-0.9080928839514097,6.906,2,2,4
213,213,-0.7984591213466342,-0.7666736801409593,-0.8187031774497896,-0.8066462723862213,6.97,2,0,2
214,214,-0.8237732105009897,-0.8381320044826694,-0.8276965548467313,-0.8066462723862213,7.19,2,0,7
215,215,-1.1022281911989007,-1.2222204978193607,-1.2503852925029613,-1.2269250917277168,6.771,2,1,5
216,216,0.7457003170690543,0.635695935065101,0.6921842252363093,0.7150529010916074,8.338,4,2,3
217,217,1.3026102784648763,1.064445881115361,1.1058795854955983,1.0628698550293958,9.056,2,1,2
218,218,-1.1275422803532562,-1.2847465316183573,-1.259378669899902,-1.2414174648084577,6.314,2,0,2
219,219,2.062032953095543,1.5557218609646175,1.5285683231518283,1.5121334205323744,9.406,3,1,5
220,220,-0.7984591213466342,-0.7666736801409593,-0.8007164226559079,-0.8356310185477038,6.875,3,2,5
221,221,-0.6212604972661453,-0.5433664165731154,-0.48594821376297004,-0.6762149146595506,7.102,1,2,2
222,222,-1.2034845478163227,-1.4276631803017776,-1.421259463044841,-1.3573564494543877,6.339,4,3,6
223,223,0.08753399905581005,0.1086907930449886,0.16157495881678655,0.178835097104182,8.207,4,0,5
224,224,-0.5453182298030786,-0.5255018354876883,-0.4949415911599117,-0.40085982612546744,7.482,1,1,4
225,225,0.7963284953777654,0.6803573877786696,0.7191643574271328,0.7295452741723483,8.515,2,3,3
226,226,-0.8744013888097008,-0.9363872004525211,-0.9805839705947293,-0.8646157647091863,6.844,4,2,4
227,227,-0.39343369487694546,-0.328991443547985,-0.3960144397935597,-0.2269513491565726,7.227,2,3,2
228,228,0.8469566736864765,0.7160865499495247,0.6741974704424276,0.8599766318990191,8.223,4,1,3
229,229,1.1760398326930983,0.9483261040600822,0.9080252827628952,1.033885108867914,8.68,2,4,5
230,230,-0.8744013888097008,-0.8827934571962381,-0.9266237062130825,-0.9080928839514097,6.898,3,0,2
231,231,-0.8490872996553454,-0.8559965855680974,-0.9086369514192008,-0.8211386454669622,6.735,2,0,3
232,232,-1.0769141020445452,-1.1864913356485058,-1.2234051603121379,-1.1399708532432695,6.628,2,0,2
233,233,-0.41874778403130103,-0.1860747948645655,-0.30608066582414933,-0.5023064376906557,7.249,3,1,2
234,234,0.8975848519951877,0.7786125837485205,0.8090981313965431,0.8020071395760542,8.362,4,6,3
235,235,-0.08966462502467892,0.09082621195956148,0.10761469443513969,-0.21245897607583103,7.847,1,2,4
236,236,-1.0516000128901897,-1.1150330113067957,-1.0885044993580222,-1.2704022109699402,6.649,4,2,4
237,237,-1.254112726125034,-1.5259183762716293,-1.520186614411193,-1.5312649264232825,6.075,3,1,4
238,238,-1.254112726125034,-1.5259183762716293,-1.5021998596173114,-1.5022801802618,6.282,2,1,5
239,239,0.644443960451632,0.5821021918088181,0.5303034320913704,0.62809866260716,8.679,3,0,2
240,240,-0.11497871417903449,-0.06995501780928592,-0.036279343915916716,0.03391136629676964,8.024,4,2,4
241,241,-1.0769141020445452,-1.1954236261912201,-1.2234051603121379,-1.2269250917277168,6.579,2,3,5
242,242,-0.5959464081117898,-0.5255018354876883,-0.5668886103354404,-0.4733216915291733,7.472,2,1,4
243,243,1.935462507323765,1.4306697933666253,1.4026610395946537,1.4686563012901503,9.354,2,4,5
244,244,-0.11497871417903449,2.1005915840701572,2.1401179861438204,2.0628435976005406,9.812,4,3,2
245,245,0.6950721387603431,0.635695935065101,0.656210715648545,0.6715757818493834,8.463,2,5,2
246,246,0.7457003170690543,0.6803573877786696,0.7371511122210145,0.7150529010916074,8.531,4,3,2
247,247,-0.9503436562727674,-1.016777815336945,-1.007564102785552,-1.0240318685973395,6.836,2,2,6
248,248,-0.7984591213466342,-0.7934705517691009,-0.7827296678620254,-0.7776615262247389,6.849,2,3,4
249,249,-1.1275422803532562,-1.2668819505329303,-1.259378669899902,-1.2559098378891993,6.745,2,3,7
250,250,-0.6212604972661453,-0.5165695449449739,-0.4949415911599117,-0.661722541578809,6.866,1,6,2
251,251,2.062032953095543,1.5914510231354726,1.5285683231518283,1.5556105397745985,9.089,3,3,3
252,252,-0.08966462502467892,-0.052090436723858796,-0.036279343915916716,-0.009565752945454387,8.009,4,1,4
253,253,1.2772961893105208,1.0823104622007889,1.0339325663200698,1.033885108867914,8.497,2,4,3
254,254,-0.9250295671184119,-0.9363872004525211,-0.9266237062130825,-0.9660623762743746,6.234,2,4,3
255,255,0.4925594255254986,0.4838469958389664,0.44936303551890094,0.5121596779612301,8.35,3,2,3
256,256,-1.0009718345814786,-1.0525069775077998,-1.0165574801824937,-1.053016614758822,6.56,2,2,5
257,257,-1.1275422803532562,-1.2132882072766473,-1.268372047296843,-1.4298183148580943,6.223,4,4,2
258,258,-0.8490872996553454,-0.8738611666535245,-0.845683309640613,-0.8501233916284447,6.76,2,2,5
259,259,-1.1022281911989007,-1.2400850789047888,-1.2234051603121379,-1.2124327186469754,6.671,2,3,6
260,260,-1.0769141020445452,-1.12396530184951,-1.16045151853355,-1.3283717032929052,6.985,3,2,1
261,261,-0.975657745427123,-0.9899809437088033,-1.0345442349763754,-1.0675089878395636,6.592,3,4,5
262,262,2.0114047747868318,1.4396020839093389,1.5015881909610056,1.6135800320975633,9.284,1,4,4
263,263,-0.8490872996553454,-0.8917257477389516,-0.8636700644344956,-0.8501233916284447,6.526,3,1,3
264,264,-0.11497871417903449,2.1720499084118674,2.2120650053193494,2.0918283437620238,9.776,2,3,3
265,265,-0.21623507079645649,-0.16821021377913756,-0.13520649528226875,-0.16898185683360767,7.59,4,4,4
266,266,0.6950721387603431,0.41238867149725705,0.4583564129158418,0.7730223934145724,8.243,0,5,3
267,267,-0.5706323189574342,-0.4987049638595467,-0.4589680815721474,-0.5167988107713967,7.501,2,4,6
268,268,0.6697580496059876,0.5285084485525359,0.5752703190760756,0.6136062895264184,8.9,1,3,7
